STOCKNO,INVOICEDAT,BRANCHNO,Make,Model,SALETYPE,SALEPRICE,COSTPRICE,METALPROFIT,Mileage,Make_new,Model_new
301,2021-06-24,1,ford,Ford Fiesta Variants,Used Sale BFC Margin,12249.0,9775.0,2061.6666666,17482.0,ford,Ford Fiesta Variants
302,2021-06-14,1,ford,Ford Fiesta Variants,Used Sale BFC Margin,9675.0,9675.0,0.0,16468.0,ford,Ford Fiesta Variants
303,2021-05-28,1,ford,c-max,Used Sale BFC Margin,9499.0,7827.0,1393.3333333,24856.0,ford,c-max
304,2021-06-08,1,ford,Ford Fiesta Variants,Used Sale BFC Margin,9999.0,8610.0,1157.5,24661.0,ford,Ford Fiesta Variants
305,2021-06-03,1,ford,ecosport,Used Sale BFC Margin,12999.0,11450.0,1290.8333333,5936.0,ford,ecosport
306,2021-06-02,1,ford,Ford Fiesta Variants,Used Sale BFC Margin,8999.0,7144.0,1545.8333333,23153.0,ford,Ford Fiesta Variants
309,2021-06-10,1,mini,convertible,Used PX Margin,4650.0,5000.0,-350.0,53678.0,mini,Other
310,2021-05-07,1,ford,Ford Fiesta Variants,New Retail,14612.5,14174.13,438.37,,ford,Ford Fiesta Variants
311,2021-06-09,1,ford,Ford Fiesta Variants,Used PX Margin,7999.0,6191.33,1506.3916666,33807.0,ford,Ford Fiesta Variants
312,2021-05-07,1,ford,Ford Kuga Variants,New Retail,23754.17,23041.54,712.63,,ford,Ford Kuga Variants
313,2021-06-07,1,ford,Ford Kuga Variants,Used PX Margin,6200.0,5000.0,1000.0,70233.0,ford,Ford Kuga Variants
314,2021-05-10,4,ford,Ford Kuga Variants,New Retail,22669.71,22669.71,0.0,,ford,Ford Kuga Variants
315,2021-05-17,1,ford,Ford Focus Variants,New Retail,19629.17,19040.29,588.88,,ford,Ford Focus Variants
316,2021-05-18,1,ford,Ford Kuga Variants,New Retail,24870.83,24124.71,746.12,,ford,Ford Kuga Variants
322,2021-05-28,4,ford,Ford Focus Variants,Used PX Margin,6150.0,3500.0,2208.3333333,48721.0,ford,Ford Focus Variants
323,2021-05-24,4,ford,Ford Fiesta Variants,Used PX Margin,10979.0,8300.0,2232.5,5463.0,ford,Ford Fiesta Variants
324,2021-05-19,3,ford,Ford Fiesta Variants,Used PX Margin,11399.0,9266.23,1777.3083333,17942.0,ford,Ford Fiesta Variants
325,2021-05-18,3,ford,Ford Focus Variants,Used PX Margin,23060.0,22500.0,466.6666666,5149.0,ford,Ford Focus Variants
326,2021-05-19,3,ford,Ford Fiesta Variants,Used PX Margin,9975.0,7800.0,1812.5,27508.0,ford,Ford Fiesta Variants
327,2021-05-31,5,volkswagen,up,Used PX Margin,4924.0,3500.0,1186.6666666,58000.0,volkswagen,Other
328,2021-05-11,3,ford,Ford Fiesta Variants,Used PX Margin,12799.0,10700.0,1749.1666666,24025.0,ford,Ford Fiesta Variants
329,2021-06-18,4,ford,ecosport,Used PX Margin,10699.0,8500.0,1832.5,29306.0,ford,ecosport
330,2021-05-28,1,ford,Ford Fiesta Variants,Used PX Margin,10750.0,8735.0,1679.1666666,24622.0,ford,Ford Fiesta Variants
331,2021-05-31,4,ford,Ford Fiesta Variants,Used PX Margin,5000.0,3500.0,1250.0,48272.0,ford,Ford Fiesta Variants
332,2021-05-21,3,ford,Ford Fiesta Variants,Used PX Margin,900.0,1100.0,-200.0,101010.0,ford,Ford Fiesta Variants
333,2021-05-11,3,ford,Ford Fiesta Variants,Used PX Margin,9599.0,7158.15,2034.0416666,26383.0,ford,Ford Fiesta Variants
334,2021-07-07,5,seat,leon,Used PX Margin,17200.0,15000.0,1833.3333333,38885.0,seat,leon
335,2021-06-30,1,ford,Ford Fiesta Variants,Used PX Margin,12695.0,9000.07,3079.1083333,17705.0,ford,Ford Fiesta Variants
336,2021-06-29,3,ford,Ford Focus Variants,Used PX Margin,320.0,100.0,183.3333333,153000.0,ford,Ford Focus Variants
337,2021-06-24,3,nissan,juke,Used PX Margin,2800.0,3400.0,-600.0,91000.0,nissan,juke
338,2021-06-08,3,ford,Ford Fiesta Variants,Used PX Margin,13424.0,12100.0,1103.3333333,7668.0,ford,Ford Fiesta Variants
339,2021-05-24,3,ford,Ford Focus Variants,Used PX Margin,15202.0,12663.27,2115.6083333,17839.0,ford,Ford Focus Variants
340,2021-05-26,3,ford,galaxy,Used Sale BFC VAT Q,17782.1833,17166.67,615.5133,10220.0,ford,galaxy
341,2021-07-20,3,ford,Ford Fiesta Variants,Used PX Margin,6932.23,5500.0,1193.525,36572.0,ford,Ford Fiesta Variants
342,2021-05-18,3,ford,Ford Fiesta Variants,Used PX Margin,9125.0,9125.0,0.0,12250.0,ford,Ford Fiesta Variants
343,2021-05-24,3,ford,Ford Mondeo Variants,Used Sale BFC Margin,17499.0,14300.0,2665.8333333,15766.0,ford,Ford Mondeo Variants
344,2021-05-15,3,ford,Ford Fiesta Variants,Used PX Margin,9651.0,8500.0,959.1666666,9103.0,ford,Ford Fiesta Variants
345,2021-06-04,3,ford,Ford Fiesta Variants,Used PX Margin,10551.0,8500.0,1709.1666666,5675.0,ford,Ford Fiesta Variants
346,2021-05-19,3,ford,Ford Fiesta Variants,Used Sale BFC Margin,17425.82,15700.0,1438.1833333,4349.0,ford,Ford Fiesta Variants
347,2021-05-25,3,ford,Ford Fiesta Variants,Used PX Margin,8999.0,6800.0,1832.5,19812.0,ford,Ford Fiesta Variants
348,2021-05-27,1,ford,Ford Kuga Variants,Used Sale BFC Margin,14980.0,13644.0,1113.3333333,17486.0,ford,Ford Kuga Variants
349,2021-05-24,3,volkswagen,Volkswagen Golf Variants,Used PX Margin,580.0,500.0,66.6666666,117000.0,volkswagen,Volkswagen Golf Variants
350,2021-05-28,3,ford,Ford Fiesta Variants,Used PX Margin,12299.0,10000.0,1915.8333333,7527.0,ford,Ford Fiesta Variants
351,2021-05-19,3,ford,mustang,Used Sale BFC Margin,34577.0,30900.0,3064.1666666,12699.0,ford,mustang
352,2021-06-10,3,ford,Ford Fiesta Variants,Used PX Margin,9980.0,9000.0,816.6666666,7954.0,ford,Ford Fiesta Variants
353,2021-05-12,3,ford,Ford Kuga Variants,Used Sale BFC Margin,19999.0,17609.0,1991.6666666,19601.0,ford,Ford Kuga Variants
355,2021-05-18,3,ford,Ford Kuga Variants,Used Sale BFC Margin,16210.0,15650.0,466.6666666,12395.0,ford,Ford Kuga Variants
356,2021-05-27,3,ford,ecosport,Used Sale BFC Margin,13999.0,11650.0,1957.5,16663.0,ford,ecosport
357,2021-05-13,3,ford,Ford Fiesta Variants,Used PX Margin,5324.0,2700.0,2186.6666666,61936.0,ford,Ford Fiesta Variants
358,2021-06-29,3,ford,Ford Fiesta Variants,Used PX Margin,8753.0,6450.0,1919.1666666,13517.0,ford,Ford Fiesta Variants
359,2021-05-11,3,ford,Ford Fiesta Variants,Used PX Margin,8759.0,6500.0,1882.5,26484.0,ford,Ford Fiesta Variants
360,2021-05-12,3,ford,Ford Fiesta Variants,Used PX Margin,4250.0,1800.0,2041.6666666,66322.0,ford,Ford Fiesta Variants
361,2021-05-26,3,ford,Ford Focus Variants,Used PX Margin,11607.04,10800.0,672.5333333,23139.0,ford,Ford Focus Variants
362,2021-05-18,3,ford,Ford Fiesta Variants,Used PX Margin,8589.9,8239.9,291.6666666,25259.0,ford,Ford Fiesta Variants
363,2021-06-07,3,ford,Ford Kuga Variants,Used Sale BFC VAT Q,17231.6667,15750.0,1481.6667,16397.0,ford,Ford Kuga Variants
364,2021-05-31,3,nissan,juke,Used PX Margin,3850.0,3600.0,208.3333333,69000.0,nissan,juke
365,2021-05-21,3,peugeot,,Used PX Margin,2600.0,1800.0,666.6666666,80369.0,peugeot,
366,2021-06-04,3,ford,s-max,Used Sale BFC VAT Q,18332.5,16625.0,1707.5,11629.0,ford,s-max
367,2021-05-25,3,citroen,c1,Used PX Margin,500.0,700.0,-200.0,0.0,citroen,Other
368,2021-06-04,3,honda,civic,Used PX Margin,7000.0,7200.0,-200.0,35000.0,honda,civic
369,2021-05-21,4,ford,Ford Puma Variants,Used Sale BFC Margin,21435.0,18500.0,2445.8333333,5320.0,ford,Ford Puma Variants
370,2021-05-15,3,ford,Ford Fiesta Variants,Used PX Margin,7799.0,5024.0,2312.5,59243.0,ford,Ford Fiesta Variants
371,2021-05-19,3,ford,Ford Fiesta Variants,Used Sale BFC Margin,10999.0,7810.13,2657.3916666,21921.0,ford,Ford Fiesta Variants
372,2021-05-26,5,vauxhall,corsa,Used PX Margin,5415.0,3750.0,1387.5,40000.0,vauxhall,corsa
373,2021-05-26,3,ford,Ford Kuga Variants,Used Sale BFC VAT Q,12416.6667,11916.67,499.9967,16868.0,ford,Ford Kuga Variants
374,2021-05-15,3,ford,Ford Focus Variants,Used PX Margin,11724.0,10000.0,1436.6666666,31954.0,ford,Ford Focus Variants
375,2021-05-31,3,ford,Ford Fiesta Variants,Used Sale BFC Margin,18600.0,16500.0,1750.0,6243.0,ford,Ford Fiesta Variants
376,2021-05-17,3,ford,Ford Fiesta Variants,Used PX Margin,10999.0,8900.0,1749.1666666,17827.0,ford,Ford Fiesta Variants
377,2021-06-07,3,ford,Ford Fiesta Variants,Used Sale BFC Margin,6654.56,6000.0,545.4666666,21858.0,ford,Ford Fiesta Variants
378,2021-05-27,3,ford,Ford Fiesta Variants,Used PX Margin,13100.0,11300.0,1500.0,4793.0,ford,Ford Fiesta Variants
379,2021-05-25,2,ford,Ford Focus Variants,Used PX Margin,14499.0,12400.0,1749.1666666,9806.0,ford,Ford Focus Variants
380,2021-07-28,3,ford,ka+,Used PX Margin,7200.0,5600.0,1333.3333333,20957.0,ford,ka+
381,2021-05-17,3,ford,c-max,Used PX Margin,6499.0,3775.0,2270.0,54335.0,ford,c-max
382,2021-05-18,3,nissan,juke,Used PX Margin,6255.0,6255.0,0.0,41297.0,nissan,juke
383,2021-05-22,3,ford,Ford Fiesta Variants,Used PX Margin,10499.0,7500.0,2499.1666666,40899.0,ford,Ford Fiesta Variants
384,2021-05-18,3,ford,galaxy,Used PX Margin,13499.0,11912.0,1322.5,23382.0,ford,galaxy
385,2021-05-24,3,ford,ka+,Used PX Margin,5626.53,4500.0,938.775,15085.0,ford,ka+
386,2021-05-13,3,ford,Ford Mondeo Variants,Used PX Margin,14499.0,11300.0,2665.8333333,16677.0,ford,Ford Mondeo Variants
387,2021-05-21,3,suzuki,sx4,Used PX Margin,2000.0,1900.0,83.3333333,90000.0,Other,Other
388,2021-05-19,4,ford,Ford Fiesta Variants,New Retail,16574.88,16689.88,-115.0,,ford,Ford Fiesta Variants
389,2021-05-13,4,ford,Ford Kuga Variants,Used PX Margin,10449.0,8300.0,1790.8333333,46090.0,ford,Ford Kuga Variants
390,2021-05-21,3,ford,Ford Kuga Variants,Used PX Margin,16692.0,14500.0,1826.6666666,10070.0,ford,Ford Kuga Variants
391,2021-05-18,3,ford,Ford Kuga Variants,Used PX Margin,22000.0,20000.0,1666.6666666,7747.0,ford,Ford Kuga Variants
392,2021-05-10,4,ford,ford newtrade,New Retail,25013.88,25013.88,0.0,,ford,ford newtrade
393,2021-07-12,4,ford,Ford Kuga Variants,Used PX VAT Q,24667.5,26271.99,-1604.49,,ford,Ford Kuga Variants
394,2021-07-07,4,ford,Ford Kuga Variants,New Motabilitiy,29670.83,30036.96,-366.13,,ford,Ford Kuga Variants
395,2021-05-28,4,ford,galaxy,Used PX Margin,300.0,500.0,-200.0,129000.0,ford,galaxy
396,2022-05-11,3,ford,Ford Puma Variants,Ex Demo VAT Q,23332.5,21431.03,1901.47,,ford,Ford Puma Variants
397,2021-05-25,2,ford,Ford Fiesta Variants,New Retail,16504.17,16149.88,354.29,,ford,Ford Fiesta Variants
398,2021-05-30,3,ford,ecosport,New Motabilitiy,17125.0,17101.25,23.75,,ford,ecosport
399,2021-06-11,3,ford,Ford Puma Variants,New Retail,18945.83,17200.57,1745.26,,ford,Ford Puma Variants
401,2021-05-15,3,ford,Ford Fiesta Variants,New Retail,15379.17,14154.32,1224.85,,ford,Ford Fiesta Variants
402,2021-05-19,3,ford,Ford Kuga Variants,New Retail,24754.17,23906.54,847.63,,ford,Ford Kuga Variants
403,2021-07-02,1,ford,Ford Focus Variants,Used Sale BFC Margin,17999.0,16750.0,1040.8333333,4125.0,ford,Ford Focus Variants
404,2021-05-13,3,ford,Ford Fiesta Variants,New Retail,16654.17,16757.04,-102.87,,ford,Ford Fiesta Variants
405,2021-05-28,4,ford,Ford Focus Variants,Used PX VAT Q,12915.8333,11250.0,1665.8333,3893.0,ford,Ford Focus Variants
406,2021-06-14,4,ford,Ford Fiesta Variants,Used Sale BFC Margin,18479.0,15609.0,2391.6666666,16287.0,ford,Ford Fiesta Variants
407,2021-05-28,4,mercedes,b-class,Used PX Margin,1950.0,2200.0,-250.0,75000.0,Other,Other
408,2021-06-21,2,ford,Ford Fiesta Variants,Used Sale BFC Margin,9449.0,6465.0,2486.6666666,26625.0,ford,Ford Fiesta Variants
409,2021-06-28,3,ford,Ford Focus Variants,Used PX Margin,7040.0,7000.0,33.3333333,52000.0,ford,Ford Focus Variants
410,2021-05-26,4,ford,Ford Kuga Variants,Used Sale BFC Margin,25200.0,21530.0,3058.3333333,1761.0,ford,Ford Kuga Variants
411,2021-09-30,1,ford,Ford Transit Variants,Used Sale BFC CV VAT Q,25250.0,23750.0,1500.0,13696.0,ford,Ford Transit Variants
413,2021-05-11,4,ford,Ford Puma Variants,New Retail,19862.5,19381.63,480.87,,ford,Ford Puma Variants
415,2021-07-05,4,ford,b-max,Used PX Margin,6679.0,4395.0,1903.3333333,31995.0,ford,b-max
417,2021-05-12,4,ford,Ford Fiesta Variants,New Retail,17420.8333,16736.54,684.2933,,ford,Ford Fiesta Variants
418,2021-06-21,1,ford,Ford Focus Variants,Used Sale BFC Margin,11799.0,10426.0,1144.1666666,31426.0,ford,Ford Focus Variants
419,2021-05-12,4,ford,Ford Focus Variants,New Retail,19629.17,19155.29,473.88,,ford,Ford Focus Variants
420,2021-09-30,1,ford,Ford Transit Variants,Used Sale BFC CV VAT Q,24500.0,22900.0,1600.0,5753.0,ford,Ford Transit Variants
422,2021-05-11,4,ford,ecosport,Used Sale BFC Margin,15495.0,13172.0,1935.8333333,,ford,ecosport
424,2021-05-31,5,peugeot,,Used PX Margin,10249.0,7750.0,2082.5,31000.0,peugeot,
425,2021-05-11,4,ford,Ford Focus Variants,New Motabilitiy,22458.33,21481.46,976.87,,ford,Ford Focus Variants
426,2021-06-15,1,ford,Ford Transit Variants,Used Sale BFC VAT Q,24541.67,22550.0,1991.67,3720.0,ford,Ford Transit Variants
427,2021-06-14,1,ford,Ford Fiesta Variants,Used Sale BFC Margin,11499.0,8432.07,2555.775,16490.0,ford,Ford Fiesta Variants
428,2021-05-12,4,ford,Ford Focus Variants,Used Sale BFC Margin,15979.0,15262.95,596.7083333,14224.0,ford,Ford Focus Variants
431,2021-05-27,4,hyundai,i10,Used PX Margin,2750.0,2300.0,375.0,69500.0,hyundai,Other
433,2021-08-03,1,ford,Ford Ranger Variants,Used Sale BFC VAT Q,21700.0,21350.0,350.0,25297.0,ford,Ford Ranger Variants
434,2021-06-16,5,ford,Ford Focus Variants,Used PX Margin,11979.0,9400.0,2149.1666666,25331.0,ford,Ford Focus Variants
435,2021-06-15,1,ford,Ford Ranger Variants,Used Sale BFC VAT Q,21053.0,20250.0,803.0,43804.0,ford,Ford Ranger Variants
436,2021-06-25,1,ford,Ford Transit Variants,Used Sale BFC VAT Q,18999.0,16900.0,2099.0,42404.0,ford,Ford Transit Variants
437,2021-06-29,1,ford,Ford Transit Variants,Used Sale BFC VAT Q,18999.0,16100.0,2899.0,44645.0,ford,Ford Transit Variants
438,2021-05-11,4,ford,Ford Fiesta Variants,New Retail,16854.1667,16348.54,505.6267,,ford,Ford Fiesta Variants
439,2021-06-17,4,ford,Ford Fiesta Variants,Used PX Margin,11479.0,9000.0,2065.8333333,24014.0,ford,Ford Fiesta Variants
440,2021-05-12,4,ford,Ford Fiesta Variants,New Retail,16736.5417,16736.54,0.0017,,ford,Ford Fiesta Variants
441,2021-05-12,4,ford,ford bfc vat q,Used Sale BFC VAT Q,12482.5,13015.64,-533.14,,ford,Other
442,2021-05-21,3,ford,Ford Fiesta Variants,Used PX Margin,9199.0,7000.0,1832.5,19500.0,ford,Ford Fiesta Variants
443,2021-06-18,1,vauxhall,astra,Used PX Margin,225.0,500.0,-275.0,86000.0,vauxhall,astra
447,2021-05-18,1,ford,Ford Kuga Variants,New Retail,23754.17,23041.54,712.63,,ford,Ford Kuga Variants
449,2021-06-24,4,honda,cr-v,Used PX Margin,8000.0,7269.61,608.6583333,62000.0,honda,Other
452,2021-06-02,1,ford,Ford Fiesta Variants,Used Sale BFC Margin,10499.0,9143.0,1130.0,17156.0,ford,Ford Fiesta Variants
453,2021-05-31,1,ford,Ford Fiesta Variants,Used Sale BFC Margin,12749.0,11000.0,1457.5,21488.0,ford,Ford Fiesta Variants
458,2021-05-29,4,ford,ecosport,Used PX Margin,14279.0,11500.0,2315.8333333,10798.0,ford,ecosport
459,2021-05-26,4,ford,Ford Kuga Variants,New Retail,29254.17,28376.54,877.63,,ford,Ford Kuga Variants
460,2021-05-18,4,ford,Ford Fiesta Variants,New Retail,18525.0,17807.58,717.42,,ford,Ford Fiesta Variants
461,2021-08-10,4,ford,Ford Fiesta Variants,New Retail,16504.17,16009.04,495.13,,ford,Ford Fiesta Variants
463,2021-06-25,1,ford,Ford Kuga Variants,New Retail,23754.17,23041.54,712.63,,ford,Ford Kuga Variants
465,2021-05-14,3,ford,Ford Fiesta Variants,New Retail,19275.0,18696.75,578.25,,ford,Ford Fiesta Variants
467,2021-05-13,4,ford,Ford Focus Variants,Used Sale BFC Margin,12859.0,13481.7,-622.7,,ford,Ford Focus Variants
468,2021-06-28,1,ford,Ford Focus Variants,Used Sale BFC VAT Q,11041.67,9375.0,1666.67,15280.0,ford,Ford Focus Variants
469,2021-07-01,1,ford,Ford Fiesta Variants,Used Sale BFC VAT Q,10415.83,9083.33,1332.5,24304.0,ford,Ford Fiesta Variants
470,2021-07-09,1,ford,Ford Fiesta Variants,Used Sale BFC VAT Q,10249.1667,8958.33,1290.8367,27732.0,ford,Ford Fiesta Variants
471,2021-09-01,1,ford,Ford Fiesta Variants,Used Sale BFC VAT Q,10832.5,9083.33,1749.17,27076.0,ford,Ford Fiesta Variants
472,2021-05-13,4,ford,Ford Kuga Variants,Used Sale BFC VAT Q,16333.33,13803.33,2530.0,14423.0,ford,Ford Kuga Variants
473,2021-05-28,1,ford,Ford Kuga Variants,Used Sale BFC VAT Q,14582.5,12125.0,2457.5,31501.0,ford,Ford Kuga Variants
474,2021-08-12,1,ford,Ford Transit Variants,Used Sale BFC VAT Q,22495.0,20050.0,2445.0,16724.0,ford,Ford Transit Variants
475,2021-05-13,3,ford,Ford Fiesta Variants,New Retail,16504.17,16009.04,495.13,,ford,Ford Fiesta Variants
476,2021-06-18,4,ford,Ford Focus Variants,Used PX Margin,1000.0,1200.0,-200.0,39650.0,ford,Ford Focus Variants
477,2021-06-18,1,ford,Ford Focus Variants,Used Sale BFC Margin,14999.0,12750.0,1874.1666666,34183.0,ford,Ford Focus Variants
479,2021-05-13,4,ford puma,ford newtrade,New Retail,17791.08,17609.54,181.54,,Other,ford newtrade
480,2021-06-14,1,ford,Ford Kuga Variants,Used Sale BFC Margin,19799.0,18000.0,1499.1666666,11166.0,ford,Ford Kuga Variants
481,2021-05-24,4,ford,Ford Kuga Variants,New Retail,24870.83,24239.7,631.13,,ford,Ford Kuga Variants
483,2021-05-20,3,ford,Ford Fiesta Variants,New Retail,16504.17,16009.04,495.13,,ford,Ford Fiesta Variants
485,2021-05-31,4,ford,Ford Fiesta Variants,Used PX Margin,650.0,700.0,-50.0,169406.0,ford,Ford Fiesta Variants
487,2021-05-13,4,ford,Ford Focus Variants,Used Sale BFC Margin,10428.0,9117.0,1092.5,,ford,Ford Focus Variants
488,2021-05-14,4,ford,Ford Focus Variants,Used Sale BFC Margin,7999.0,6095.0,1586.6666666,35151.0,ford,Ford Focus Variants
489,2021-05-13,4,ford focus,ford newtrade,New Trade,19236.58,19040.29,196.29,,Other,ford newtrade
490,2021-06-25,4,ford,Ford Fiesta Variants,Used Sale BFC Margin,10979.0,8271.0,2256.6666666,32454.0,ford,Ford Fiesta Variants
491,2021-06-28,4,ford,Ford Fiesta Variants,Used Sale BFC Margin,10979.0,8400.0,2149.1666666,53540.0,ford,Ford Fiesta Variants
493,2021-05-20,4,ford,Ford Focus Variants,Used PX Margin,14699.0,12350.0,1957.5,11222.0,ford,Ford Focus Variants
494,2021-05-24,4,ford,c-max,Used PX Margin,9475.0,9475.0,0.0,8160.0,ford,c-max
495,2021-05-13,4,ford,Ford Puma Variants,Used PX Margin,19499.0,18115.0,1153.3333333,345.0,ford,Ford Puma Variants
496,2021-05-21,4,ford,Ford Fiesta Variants,New Trade,18066.25,18181.25,-115.0,,ford,Ford Fiesta Variants
497,2021-05-13,4,ford,Ford Focus Variants,New Retail,22362.5,21691.63,670.87,,ford,Ford Focus Variants
498,2021-05-31,4,ford,Ford Mondeo Variants,Used PX Margin,150.0,150.0,0.0,166000.0,ford,Ford Mondeo Variants
500,2021-05-31,4,ford,Ford Fiesta Variants,Used PX Margin,8495.0,6081.0,2011.6666666,38025.0,ford,Ford Fiesta Variants
501,2021-05-14,4,ford,Ford Fiesta Variants,New Retail,16654.17,16154.54,499.63,,ford,Ford Fiesta Variants
502,2021-06-24,1,honda,civic,Used PX Margin,350.0,300.0,41.6666666,135520.0,honda,civic
503,2021-06-18,4,ford,Ford Focus Variants,Used PX Margin,850.0,1100.0,-250.0,127600.0,ford,Ford Focus Variants
504,2021-06-21,5,vauxhall,grandland x,Used PX Margin,13661.0,11674.0,1655.8333333,22357.0,vauxhall,grandland x
505,2021-05-19,4,ford,Ford Kuga Variants,New Motabilitiy,25004.17,24254.04,750.13,,ford,Ford Kuga Variants
507,2021-07-09,4,ford,Ford Focus Variants,Used Sale BFC VAT Q,16649.1667,13500.0,3149.1667,24928.0,ford,Ford Focus Variants
509,2021-06-07,4,ford,Ford Kuga Variants,Used Sale BFC Margin,17979.0,15150.0,2357.5,27150.0,ford,Ford Kuga Variants
510,2021-05-27,1,ford,Ford Transit Variants,Used Sale BFC CV VAT Q,24495.0,22050.0,2445.0,5702.0,ford,Ford Transit Variants
511,2021-06-21,3,ford,Ford Focus Variants,Used Sale BFC Margin,19499.0,16400.0,2582.5,12052.0,ford,Ford Focus Variants
512,2021-06-04,3,mitsubishi,shogun,Used PX Margin,2000.0,2000.0,0.0,127861.0,mitsubishi,Other
513,2021-06-11,3,ford,Ford Focus Variants,Used Sale BFC Margin,11999.0,9500.0,2082.5,25993.0,ford,Ford Focus Variants
514,2021-05-19,3,ford,Ford Fiesta Variants,New Retail,17454.17,16930.54,523.63,,ford,Ford Fiesta Variants
515,2021-05-14,3,ford,Ford Focus Variants,New Retail,24120.83,23397.21,723.62,,ford,Ford Focus Variants
521,2021-06-08,4,vauxhall,corsa,Used PX Margin,400.0,500.0,-100.0,46000.0,vauxhall,corsa
522,2021-05-14,4,ford,ford bfc vat q,Used Sale BFC VAT Q,12899.17,15147.17,-2248.0,,ford,Other
524,2021-05-14,4,ford,Ford Puma Variants,New Retail,18945.83,18377.46,568.37,,ford,Ford Puma Variants
525,2021-06-03,4,ford,Ford Fiesta Variants,Used PX Margin,6979.0,4500.0,2065.8333333,65842.0,ford,Ford Fiesta Variants
526,2021-07-09,4,vauxhall,corsa,Used PX Margin,2100.0,2400.0,-300.0,60000.0,vauxhall,corsa
527,2021-06-08,1,ford,ecosport,Used Sale BFC Margin,13000.0,12400.0,500.0,10500.0,ford,ecosport
528,2021-06-28,3,ford,ecosport,Used Sale BFC Margin,15599.0,14000.0,1332.5,12500.0,ford,ecosport
531,2021-05-20,3,ford,Ford Fiesta Variants,New Retail,18925.0,17969.25,955.75,,ford,Ford Fiesta Variants
532,2021-09-08,2,ford,Ford Transit Variants,Used Sale BFC CV VAT Q,16990.0,13900.0,3090.0,45862.0,ford,Ford Transit Variants
533,2021-06-21,4,ford,s-max,Used Sale BFC VAT Q,18749.17,16666.67,2082.5,17110.0,ford,s-max
535,2021-05-14,4,ford,Ford Puma Variants,New Retail,18945.83,18377.46,568.37,,ford,Ford Puma Variants
536,2021-06-24,5,audi,Audi A-Series Models,Used PX Margin,12399.0,9250.0,2624.1666666,11593.0,audi,Audi A-Series Models
537,2021-05-14,4,ford fiesta,ford newtrade,New Retail,18399.5,18211.75,187.75,,Other,ford newtrade
538,2021-05-14,4,ford,ford newtrade,New Retail,30139.08,30373.13,-234.05,,ford,ford newtrade
539,2021-06-24,4,ford,ecosport,Used PX Margin,8979.0,6500.0,2065.8333333,25089.0,ford,ecosport
540,2021-06-25,4,volkswagen,polo,Used PX Margin,2250.0,2300.0,-50.0,103644.0,volkswagen,polo
541,2021-05-31,3,ford,Ford Kuga Variants,Used PX Margin,17900.23,13692.69,3506.2833333,10128.0,ford,Ford Kuga Variants
542,2021-05-21,4,ford,Ford Kuga Variants,Used PX Margin,12979.0,10300.0,2232.5,20760.0,ford,Ford Kuga Variants
543,2021-06-07,1,ford,Ford Focus Variants,Used PX Margin,150.0,225.0,-75.0,167000.0,ford,Ford Focus Variants
545,2021-07-09,1,volkswagen,Volkswagen Golf Variants,Used PX Margin,6400.0,6500.0,-100.0,57746.0,volkswagen,Volkswagen Golf Variants
546,2021-05-28,4,ford,Ford Fiesta Variants,Used PX Margin,5479.0,4225.0,1045.0,34362.0,ford,Ford Fiesta Variants
547,2021-05-17,3,ford,Ford Focus Variants,Used PX Margin,13118.0,11650.93,1222.5583333,14307.0,ford,Ford Focus Variants
